Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Agent Disposition with Data File,Chrome 64.0.3282.167,"This is for obtaining a baseline of the current Contact Center version. Agents will login, nailup, initiate agent, take a call through dispositioning, login and close the browser.",2018-02-19 08:58:38,2018-02-19 08:59:11,33.193s,PASSED
,,,,,,
Test Cases/Reggression/Agent Enrollment,Chrome 64.0.3282.167,"Agent login, nail up, takes call and fills out scripts, logs out and closes browser. \nSTEPS.\n1. Once agent is waiting for a call make sure that calls are coming into the queue, then the script should complete.",2018-02-19 08:58:38,2018-02-19 08:59:11,32.881s,PASSED
openBrowser,Chrome 64.0.3282.167,,2018-02-19 08:58:38,2018-02-19 08:58:40,1.803s,PASSED
maximizeWindow,Chrome 64.0.3282.167,,2018-02-19 08:58:40,2018-02-19 08:58:40,0.395s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:40,2018-02-19 08:58:40,0.063s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:40,2018-02-19 08:58:41,0.119s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:41,2018-02-19 08:58:41,0.088s,PASSED
sendKeys,Chrome 64.0.3282.167,,2018-02-19 08:58:41,2018-02-19 08:58:41,0.048s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:41,2018-02-19 08:58:43,2.599s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:43,2018-02-19 08:58:43,0.061s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:43,2018-02-19 08:58:47,3.146s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:47,2018-02-19 08:58:47,0.570s,PASSED
waitForElementNotVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:47,2018-02-19 08:58:52,5.171s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:52,2018-02-19 08:58:53,0.335s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:53,2018-02-19 08:58:53,0.575s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:58:53,2018-02-19 08:58:56,2.749s,PASSED
waitForElementClickable,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.041s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.060s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.035s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.078s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.085s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.097s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.064s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:56,0.039s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:58:56,2018-02-19 08:58:57,0.133s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.095s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.062s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.037s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.137s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.141s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.057s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.145s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.045s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.080s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.043s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.035s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:57,0.048s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:57,2018-02-19 08:58:59,1.087s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:59,2018-02-19 08:58:59,0.546s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:58:59,2018-02-19 08:58:59,0.080s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:58:59,2018-02-19 08:59:00,1.058s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:59:00,2018-02-19 08:59:00,0.146s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:59:00,2018-02-19 08:59:01,0.194s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:59:01,2018-02-19 08:59:01,0.176s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:01,2018-02-19 08:59:01,0.041s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:01,2018-02-19 08:59:01,0.063s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:01,2018-02-19 08:59:02,1.576s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:02,2018-02-19 08:59:03,0.088s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:03,2018-02-19 08:59:03,0.034s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-02-19 08:59:03,2018-02-19 08:59:03,0.151s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:03,2018-02-19 08:59:04,1.057s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:04,2018-02-19 08:59:04,0.031s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:04,2018-02-19 08:59:04,0.071s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:04,2018-02-19 08:59:05,1.064s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:05,2018-02-19 08:59:05,0.147s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:05,2018-02-19 08:59:07,1.571s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:07,2018-02-19 08:59:07,0.100s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:07,2018-02-19 08:59:07,0.034s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:07,2018-02-19 08:59:07,0.056s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-19 08:59:07,2018-02-19 08:59:11,3.818s,PASSED
click,Chrome 64.0.3282.167,,2018-02-19 08:59:11,2018-02-19 08:59:11,0.049s,PASSED
closeBrowser,Chrome 64.0.3282.167,,2018-02-19 08:59:11,2018-02-19 08:59:11,0.077s,PASSED
